sale_id,sale_date,store_id,product_id,quantity
NX-8580,09-09-2022,ST-69,P-22,10
VN-8716,19-10-2024,ST-46,P-21,6
DN-26119,27-08-2020,ST-69,P-80,6
QV-08338,23-07-2022,ST-33,P-51,1
HN-055995,06-01-2020,ST-5,P-77,6
WP-4373,22-11-2023,ST-28,P-38,9
PO-19506,23-10-2023,ST-58,P-62,5
GN-86801,20-03-2020,ST-13,P-72,3
HX-8095,02-04-2020,ST-6,P-33,8
TP-7983,19-07-2024,ST-62,P-21,7
OL-805993,24-12-2021,ST-72,P-89,5
WN-486851,30-06-2023,ST-74,P-46,7
TE-75815,08-07-2020,ST-37,P-75,10
SD-0421,19-01-2020,ST-67,P-42,9
KI-8449,30-09-2020,ST-24,P-26,3
DC-764968,03-12-2022,ST-8,P-5,2
YF-44804,22-02-2022,ST-22,P-14,8
RC-04471,25-05-2020,ST-59,P-9,3
IK-608109,10-08-2020,ST-49,P-57,1
SD-155697,24-01-2021,ST-10,P-68,2
AQ-80815,14-07-2023,ST-30,P-52,7
TT-994651,20-01-2021,ST-2,P-76,6
PB-36617,29-04-2022,ST-32,P-72,10
FP-2304,06-10-2021,ST-7,P-71,3
FP-8560,10-06-2020,ST-28,P-49,4
MU-1878,31-01-2021,ST-14,P-80,7
BI-38747,12-02-2023,ST-18,P-9,8
LF-454878,19-09-2022,ST-33,P-74,2
KS-4614,10-12-2021,ST-61,P-68,4
YF-6909,17-05-2020,ST-40,P-33,6
UQ-3348,14-08-2024,ST-30,P-86,10
TE-61534,01-05-2022,ST-8,P-68,2
XK-295101,11-10-2021,ST-7,P-85,6
OM-05760,02-08-2022,ST-3,P-55,8
EY-08955,17-08-2020,ST-4,P-60,8
ZV-6517,19-05-2020,ST-6,P-58,7
BM-3615,21-02-2020,ST-36,P-36,3
EH-850011,02-08-2023,ST-61,P-27,10
DT-6346,12-06-2022,ST-74,P-1,7
ER-5538,15-02-2024,ST-47,P-29,1
BF-21297,20-04-2023,ST-2,P-77,3
KN-6547,16-10-2021,ST-36,P-88,8
NH-569819,30-05-2021,ST-7,P-23,9
TO-31202,24-02-2023,ST-55,P-8,1
MM-71031,27-03-2021,ST-53,P-85,8
SF-579250,27-03-2022,ST-29,P-14,9
JY-45865,15-05-2022,ST-22,P-81,5
LY-526080,08-07-2023,ST-43,P-33,6
IJ-276311,26-07-2022,ST-33,P-20,5
MY-53037,16-08-2024,ST-26,P-65,6
GR-4082,09-04-2024,ST-40,P-44,4
GO-8285,30-07-2024,ST-30,P-50,7
CK-849253,26-04-2020,ST-34,P-59,5
GJ-940028,19-07-2024,ST-7,P-55,6
PI-6056,18-12-2021,ST-11,P-15,4
KU-96880,23-01-2024,ST-7,P-66,3
FY-31867,05-02-2024,ST-38,P-47,10
KK-24781,27-07-2021,ST-46,P-23,10
QF-6782,08-08-2020,ST-64,P-75,3
BA-3909,21-10-2024,ST-65,P-69,10
LH-4881,11-03-2024,ST-40,P-40,10
GD-935707,12-01-2023,ST-19,P-46,8
XV-7733,16-12-2023,ST-46,P-80,4
BQ-990223,10-05-2023,ST-38,P-10,1
ZE-419093,20-09-2024,ST-31,P-30,10
AX-994273,27-06-2020,ST-3,P-33,6
VW-014507,11-12-2022,ST-25,P-14,9
YX-3212,28-04-2020,ST-33,P-7,3
RW-829523,02-10-2021,ST-43,P-83,5
QH-98584,12-03-2023,ST-59,P-30,7
FC-18569,07-08-2020,ST-36,P-58,5
OB-85490,20-11-2020,ST-36,P-69,10
MG-43564,06-07-2021,ST-2,P-16,2
GR-6441,05-08-2023,ST-26,P-20,9
OX-927396,19-01-2024,ST-31,P-20,7
OP-683553,09-07-2021,ST-56,P-41,7
OK-7745,13-03-2024,ST-74,P-21,10
BW-3891,11-05-2021,ST-31,P-45,5
TA-233082,18-04-2021,ST-35,P-74,5
OE-037288,14-05-2021,ST-55,P-43,5
LU-5323,03-05-2021,ST-41,P-3,5
MT-185017,06-05-2023,ST-8,P-9,3
EN-584699,02-05-2024,ST-61,P-67,8
JT-71354,23-05-2021,ST-25,P-2,4
NR-784609,03-06-2022,ST-22,P-23,8
VY-185142,23-11-2020,ST-38,P-84,9
BP-6939,13-01-2021,ST-74,P-52,9
SC-1677,02-06-2023,ST-62,P-23,6
OR-156437,31-10-2022,ST-74,P-48,5
WW-69681,16-02-2020,ST-19,P-77,2
QC-3847,18-04-2023,ST-32,P-22,9
MV-998923,22-02-2021,ST-64,P-20,5
IQ-1938,20-03-2023,ST-70,P-17,1
RL-600435,18-11-2021,ST-73,P-32,2
EJ-92495,17-11-2023,ST-55,P-87,4
OU-263737,07-01-2021,ST-26,P-68,5
XM-008712,03-04-2023,ST-30,P-26,6
YG-075529,28-09-2022,ST-37,P-60,4
RW-067512,16-05-2022,ST-74,P-45,2
VH-1622,14-02-2024,ST-22,P-40,10
AD-520644,01-03-2022,ST-37,P-82,5
BL-27314,08-06-2023,ST-36,P-47,2
IP-32589,08-01-2024,ST-49,P-51,4
IF-444459,04-03-2022,ST-37,P-11,7
JG-5094,27-08-2022,ST-19,P-72,3
SY-51898,21-02-2022,ST-28,P-23,7
YN-804377,21-12-2023,ST-60,P-70,6
LE-02151,24-02-2022,ST-18,P-68,4
IS-094043,09-05-2020,ST-32,P-48,9
JE-30100,30-07-2023,ST-44,P-32,5
CK-38139,25-12-2021,ST-34,P-83,3
CH-63970,14-07-2024,ST-72,P-9,8
RJ-553016,01-07-2023,ST-69,P-26,1
VB-22409,18-10-2020,ST-52,P-45,3
RZ-7228,15-07-2023,ST-61,P-83,9
DL-321832,27-06-2023,ST-50,P-13,6
QO-5866,27-09-2023,ST-41,P-46,3
IC-3169,19-05-2023,ST-19,P-3,7
ML-89246,10-11-2023,ST-1,P-51,9
VR-9076,30-04-2021,ST-27,P-54,2
FB-14936,28-10-2024,ST-29,P-39,1
PQ-90014,07-04-2024,ST-60,P-35,1
ZZ-4649,09-04-2024,ST-75,P-71,7
GM-784576,12-09-2023,ST-55,P-78,7
KM-572289,15-03-2023,ST-33,P-83,9
MG-420253,16-07-2023,ST-51,P-71,1
GH-422504,07-02-2022,ST-31,P-21,10
UK-36390,18-03-2024,ST-5,P-8,6
BI-0935,17-04-2023,ST-59,P-56,5
TI-680974,21-09-2022,ST-2,P-38,10
OR-61853,20-07-2022,ST-46,P-34,2
BM-7623,18-09-2021,ST-75,P-15,10
EW-3465,23-04-2023,ST-58,P-66,8
VL-358399,06-06-2022,ST-56,P-59,2
TF-1997,25-03-2022,ST-72,P-40,4
UQ-9371,24-06-2023,ST-11,P-40,7
FI-465007,27-06-2020,ST-74,P-63,7
BJ-0681,27-09-2024,ST-6,P-75,10
GB-68788,26-01-2020,ST-40,P-78,6
HW-84315,23-03-2022,ST-17,P-36,1
UH-4512,30-03-2021,ST-37,P-43,3
TH-6099,22-10-2021,ST-6,P-31,8
IA-646831,14-02-2021,ST-31,P-47,3
JF-29618,10-04-2024,ST-32,P-88,10
WP-30849,02-04-2022,ST-14,P-87,10
RK-7467,20-08-2022,ST-6,P-21,10
TJ-3476,11-08-2020,ST-10,P-80,1
SA-17173,22-10-2022,ST-37,P-40,3
CQ-90141,18-05-2023,ST-66,P-46,9
YZ-405784,24-07-2024,ST-48,P-11,3
FX-036217,10-11-2021,ST-42,P-71,4
JU-9152,10-05-2021,ST-10,P-6,3
FS-02028,11-10-2020,ST-50,P-21,10
FE-3966,16-09-2022,ST-75,P-12,9
HJ-76942,28-12-2022,ST-53,P-42,8
MK-921978,11-10-2020,ST-9,P-87,4
DV-53409,01-03-2022,ST-61,P-31,4
GS-1910,03-01-2021,ST-67,P-45,6
YU-6707,22-01-2020,ST-46,P-81,8
YT-015254,15-07-2023,ST-51,P-56,2
ZZ-9547,03-04-2023,ST-56,P-35,10
AZ-886173,14-07-2020,ST-52,P-3,5
QO-205606,28-10-2021,ST-71,P-65,3
UM-23918,04-06-2023,ST-58,P-73,1
PT-0657,22-02-2024,ST-8,P-8,4
GW-1159,04-09-2020,ST-57,P-65,5
MM-40834,21-05-2024,ST-7,P-5,8
WG-13102,05-09-2020,ST-35,P-73,9
IN-922455,12-05-2021,ST-26,P-32,10
TP-14004,29-04-2021,ST-10,P-68,6
ZQ-9672,08-01-2023,ST-48,P-48,2
WX-70197,16-02-2023,ST-62,P-6,1
MA-9160,21-08-2024,ST-24,P-24,5
HP-0101,30-10-2021,ST-57,P-67,1
EU-17185,19-02-2021,ST-12,P-86,10
XE-9535,02-01-2024,ST-44,P-58,1
ND-2028,02-04-2024,ST-59,P-40,2
GR-485832,30-10-2024,ST-72,P-79,4
RN-1662,26-01-2023,ST-66,P-43,9
UK-80460,24-12-2020,ST-39,P-76,6
AY-944951,08-08-2022,ST-19,P-79,3
AO-0751,22-12-2020,ST-54,P-75,9
GX-1986,23-08-2021,ST-3,P-34,5
QD-62401,09-04-2024,ST-34,P-32,4
JY-499156,04-02-2024,ST-63,P-82,5
OG-718131,08-03-2023,ST-1,P-9,9
HU-193136,10-11-2021,ST-36,P-64,2
NL-201759,14-12-2020,ST-41,P-89,2
RB-507243,21-05-2023,ST-38,P-40,9
UY-246037,15-12-2023,ST-2,P-78,9
JL-7085,31-08-2024,ST-46,P-32,6
CO-487950,07-11-2020,ST-2,P-51,10
SC-413650,01-01-2023,ST-33,P-55,6
ES-061039,28-02-2023,ST-7,P-12,2
HC-858476,15-05-2024,ST-63,P-3,4
CY-64999,13-09-2024,ST-8,P-37,3
OJ-606299,28-04-2022,ST-7,P-9,2
YP-547765,16-01-2020,ST-57,P-69,3
JO-65650,09-09-2023,ST-9,P-50,9
UC-137965,08-03-2021,ST-42,P-78,5
OA-212942,02-12-2022,ST-7,P-22,9
LG-85562,30-05-2021,ST-7,P-2,3
PF-1621,02-11-2022,ST-34,P-41,1
ZP-811252,04-07-2023,ST-11,P-72,9
US-10396,16-01-2023,ST-52,P-74,4
MQ-086744,17-01-2020,ST-14,P-58,1
FX-51435,25-04-2024,ST-17,P-79,4
KO-592586,18-11-2021,ST-72,P-53,6
SW-96304,08-06-2023,ST-25,P-56,9
CX-5381,09-12-2020,ST-56,P-26,3
FM-74365,31-08-2020,ST-43,P-69,5
SS-7301,10-04-2024,ST-74,P-57,5
DV-87009,30-08-2021,ST-45,P-55,1
HC-4826,06-10-2024,ST-75,P-33,7
BH-56593,05-11-2023,ST-8,P-43,1
MP-884222,21-05-2021,ST-32,P-30,10
QY-8713,10-02-2021,ST-51,P-4,4
OH-1793,25-10-2022,ST-56,P-43,8
MP-00523,06-11-2022,ST-43,P-80,2
XB-283875,19-01-2020,ST-21,P-66,7
GY-42347,27-06-2022,ST-36,P-45,10
OE-2552,16-08-2020,ST-54,P-53,5
MI-1813,25-09-2020,ST-7,P-47,2
XU-7333,23-02-2020,ST-50,P-80,9
JB-40063,01-08-2020,ST-38,P-49,10
YH-6981,25-01-2024,ST-51,P-58,1
UU-78931,16-01-2020,ST-61,P-32,7
LH-3083,18-09-2020,ST-45,P-62,7
RH-0326,01-07-2024,ST-1,P-86,9
QK-54815,18-05-2022,ST-14,P-89,10
JV-526931,27-07-2024,ST-56,P-7,1
JD-27141,28-08-2021,ST-9,P-89,10
XP-4130,29-06-2023,ST-23,P-17,4
VS-33594,05-04-2020,ST-56,P-34,3
SD-024315,22-02-2020,ST-39,P-37,10
OJ-29879,17-07-2020,ST-43,P-61,9
DE-957019,10-03-2020,ST-50,P-18,7
CJ-37337,25-09-2022,ST-52,P-61,10
RR-2468,01-05-2022,ST-56,P-28,5
EU-2127,16-10-2020,ST-19,P-66,7
GQ-954601,04-08-2023,ST-54,P-49,5
VO-3391,11-03-2021,ST-39,P-25,2
IT-2000,16-09-2024,ST-56,P-64,8
DP-97683,07-12-2022,ST-33,P-49,9
NB-1393,23-04-2022,ST-54,P-11,1
JR-17471,14-10-2021,ST-34,P-30,4
OV-9101,04-03-2020,ST-31,P-30,10
RC-1258,14-10-2022,ST-59,P-28,4
UG-656199,25-09-2020,ST-49,P-69,5
AJ-287592,15-04-2024,ST-33,P-25,5
WV-541972,08-11-2020,ST-57,P-22,8
LE-23082,19-01-2021,ST-41,P-37,8
EI-930329,21-03-2022,ST-37,P-52,8
YX-09848,20-06-2020,ST-5,P-69,2
XB-3642,29-03-2021,ST-28,P-28,3
HL-2364,20-10-2021,ST-64,P-88,3
XU-23504,07-01-2020,ST-24,P-80,5
WT-0893,10-08-2021,ST-38,P-45,4
MR-3872,13-06-2024,ST-35,P-78,10
FN-210911,05-11-2024,ST-29,P-38,3
TE-4033,17-11-2023,ST-50,P-25,10
RA-33986,29-08-2020,ST-13,P-42,4
QO-5701,27-10-2023,ST-58,P-71,1
QH-10081,16-02-2022,ST-20,P-89,1
CJ-80990,04-09-2024,ST-64,P-69,7
FU-54291,12-01-2024,ST-21,P-25,9
UY-22911,08-10-2021,ST-57,P-89,9
HG-61220,27-03-2021,ST-35,P-66,8
GZ-6225,22-09-2023,ST-51,P-58,8
LX-0960,26-11-2023,ST-36,P-42,2
WI-52136,03-08-2024,ST-42,P-56,8
XJ-5109,26-07-2023,ST-64,P-70,9
EL-883136,03-09-2024,ST-7,P-74,9
FI-916085,16-03-2022,ST-4,P-68,3
WU-258616,18-07-2022,ST-64,P-16,2
RK-0433,24-11-2020,ST-19,P-83,4
TL-0382,25-05-2022,ST-59,P-85,5
RU-013738,08-05-2021,ST-15,P-78,6
DW-0670,05-05-2022,ST-18,P-12,7
VN-2805,27-02-2024,ST-15,P-49,5
RP-4110,15-01-2020,ST-68,P-39,9
IA-751159,18-09-2022,ST-14,P-50,5
KP-183515,25-05-2022,ST-28,P-1,9
IU-819507,25-06-2021,ST-47,P-49,6
QN-4338,12-10-2021,ST-63,P-84,1
VY-9515,03-07-2021,ST-21,P-82,2
BH-1337,19-08-2023,ST-64,P-71,7
XY-63719,08-04-2023,ST-56,P-43,7
GT-25697,30-10-2023,ST-26,P-4,6
KJ-5988,22-09-2024,ST-48,P-8,6
TI-563638,24-04-2022,ST-15,P-87,5
YO-15152,20-12-2021,ST-47,P-3,8
CJ-5423,08-08-2022,ST-38,P-76,10
YO-215327,21-11-2021,ST-33,P-64,6
PI-03917,23-08-2021,ST-45,P-53,2
WR-391354,21-10-2022,ST-31,P-67,3
XW-48366,16-07-2024,ST-46,P-48,8
NM-44028,01-10-2023,ST-48,P-8,1
GC-8445,07-08-2023,ST-6,P-73,2
KK-301919,20-04-2023,ST-13,P-76,5
IK-422547,24-05-2023,ST-49,P-3,5
CV-8854,20-05-2020,ST-41,P-10,7
ZE-8466,26-10-2024,ST-30,P-77,4
MU-021104,27-05-2022,ST-55,P-19,3
MO-1429,15-12-2021,ST-36,P-61,1
MY-8708,15-06-2020,ST-40,P-18,7
JC-9097,28-06-2023,ST-25,P-5,2
UC-986327,27-09-2024,ST-10,P-25,1
LD-19545,11-09-2023,ST-2,P-70,7
WP-45216,25-08-2024,ST-65,P-50,9
BG-8213,26-12-2020,ST-21,P-44,3
GW-19399,11-02-2020,ST-67,P-84,3
ID-65866,16-05-2020,ST-53,P-61,9
FU-07627,15-08-2024,ST-41,P-41,2
OF-6946,10-04-2024,ST-52,P-15,2
ZN-93944,29-05-2024,ST-35,P-17,6
MJ-60920,22-04-2021,ST-22,P-33,2
SJ-43280,12-12-2022,ST-57,P-67,5
SK-10137,04-07-2020,ST-14,P-22,3
MQ-4655,09-07-2021,ST-62,P-38,2
HX-6987,18-06-2020,ST-2,P-9,6
LR-5654,01-05-2020,ST-57,P-1,6
LM-927246,23-06-2024,ST-48,P-11,9
MG-527033,08-12-2023,ST-72,P-19,3
GU-30781,14-11-2022,ST-68,P-12,10
JV-35700,17-07-2023,ST-19,P-53,8
ZY-65305,01-07-2023,ST-43,P-51,8
BB-188420,25-04-2024,ST-54,P-45,9
SF-3857,09-10-2023,ST-39,P-36,9
AI-511040,05-07-2021,ST-48,P-43,3
WY-34109,27-02-2021,ST-56,P-65,9
DJ-224124,06-02-2024,ST-42,P-19,3
OY-342944,02-10-2020,ST-56,P-31,7
JG-3659,11-03-2022,ST-18,P-43,10
CU-578897,09-06-2021,ST-35,P-59,3
RD-69306,22-12-2023,ST-42,P-67,1
NL-73754,16-10-2022,ST-49,P-18,8
NI-8732,06-11-2024,ST-50,P-51,1
HN-46694,25-05-2021,ST-44,P-6,10
UG-90887,15-06-2022,ST-33,P-35,7
TC-7183,04-11-2021,ST-41,P-84,6
NZ-45762,26-09-2022,ST-28,P-71,5
JE-8822,22-11-2021,ST-58,P-39,5
QH-7457,03-02-2023,ST-69,P-53,2
UJ-27788,31-05-2020,ST-10,P-46,2
IS-338133,30-08-2024,ST-14,P-37,1
BA-835294,22-11-2021,ST-5,P-73,10
XU-9366,20-08-2020,ST-61,P-61,8
ZK-86221,29-04-2022,ST-23,P-73,10
LW-7988,04-06-2020,ST-63,P-9,7
MC-721734,20-07-2024,ST-42,P-49,10
OW-956368,30-05-2022,ST-60,P-89,4
HB-573808,27-08-2020,ST-33,P-45,8
ZL-11785,07-07-2024,ST-71,P-87,3
RG-40822,08-09-2023,ST-73,P-70,8
FX-793335,18-08-2024,ST-22,P-25,9
IL-88362,14-03-2021,ST-50,P-32,1
NE-02794,29-03-2023,ST-3,P-85,9
UW-848928,08-10-2021,ST-69,P-61,10
HR-352613,01-09-2023,ST-73,P-12,4
PA-3228,26-03-2024,ST-34,P-7,2
RR-810522,19-03-2020,ST-36,P-3,6
TG-972021,03-02-2024,ST-36,P-50,5
JL-71274,24-06-2020,ST-8,P-3,3
TV-3849,14-07-2022,ST-45,P-74,1
NB-55518,15-06-2024,ST-19,P-3,8
DB-80728,20-02-2020,ST-43,P-10,7
AK-4729,20-02-2023,ST-74,P-36,2
EU-521787,02-08-2020,ST-31,P-56,6
MB-357957,23-08-2021,ST-30,P-58,10
RJ-79518,25-06-2023,ST-52,P-63,5
JP-99491,10-03-2022,ST-66,P-55,5
WG-0621,22-11-2023,ST-43,P-73,3
GN-609590,21-11-2020,ST-41,P-46,8
ZU-2050,23-08-2024,ST-11,P-49,2
ZX-2379,29-04-2021,ST-23,P-13,2
HY-815792,16-01-2022,ST-13,P-38,9
KI-66856,28-02-2020,ST-30,P-48,1
GM-8187,07-01-2021,ST-68,P-13,10
WB-2121,30-10-2021,ST-26,P-44,3
WE-3488,24-02-2021,ST-34,P-73,4
XJ-0297,09-09-2020,ST-57,P-62,3
NL-1029,29-08-2024,ST-49,P-40,7
AI-61551,18-11-2022,ST-5,P-8,7
GQ-589022,16-03-2022,ST-5,P-11,2
BA-07874,18-09-2021,ST-32,P-21,5
FJ-29486,23-11-2022,ST-7,P-11,8
IC-30557,27-07-2024,ST-22,P-10,1
QC-9993,11-02-2020,ST-8,P-58,5
YO-563547,22-02-2022,ST-57,P-45,3
FP-944502,03-10-2024,ST-5,P-50,9
MU-90896,24-01-2021,ST-55,P-78,10
PC-13361,19-05-2023,ST-48,P-56,4
WV-61193,17-07-2020,ST-60,P-27,1
IG-299514,05-12-2022,ST-37,P-23,3
KH-188028,04-07-2022,ST-55,P-21,5
UX-1164,18-09-2022,ST-27,P-42,6
OJ-4170,16-04-2024,ST-24,P-1,9
HP-3581,17-12-2023,ST-10,P-57,5
DW-3210,29-12-2020,ST-55,P-71,8
FV-73397,08-08-2022,ST-10,P-52,6
OJ-69076,22-12-2021,ST-57,P-6,1
UV-01042,25-02-2022,ST-7,P-55,6
ET-103446,08-10-2021,ST-50,P-34,3
KO-457641,25-04-2020,ST-23,P-64,6
YK-29842,19-01-2023,ST-46,P-2,7
YC-12056,25-03-2024,ST-42,P-65,5
LI-1201,22-04-2022,ST-37,P-7,1
GE-096430,13-05-2021,ST-64,P-73,8
RP-98450,19-11-2021,ST-24,P-86,5
PE-13505,17-02-2020,ST-35,P-3,9
MD-08872,03-02-2024,ST-30,P-43,9
NF-84670,12-03-2024,ST-6,P-25,7
RJ-82779,25-05-2022,ST-50,P-30,6
VR-768194,10-12-2023,ST-3,P-64,6
AF-857101,20-01-2020,ST-75,P-68,7
SO-857220,11-04-2022,ST-1,P-51,4
SS-83514,04-09-2024,ST-61,P-27,4
DA-7680,02-07-2024,ST-47,P-15,1
VK-2741,10-08-2022,ST-74,P-39,9
BP-84709,29-03-2021,ST-29,P-13,2
OW-45490,11-12-2022,ST-53,P-3,10
GU-92435,22-04-2022,ST-72,P-21,9
YK-228294,16-06-2021,ST-48,P-45,7
CZ-09678,22-09-2024,ST-42,P-1,2
KM-562594,17-02-2022,ST-19,P-78,4
CN-3774,15-03-2022,ST-51,P-75,3
BP-462197,20-02-2020,ST-33,P-86,6
IC-50626,16-06-2020,ST-72,P-25,2
TV-2127,22-12-2022,ST-15,P-66,4
EM-97695,20-01-2020,ST-12,P-4,3
IO-5299,21-01-2021,ST-46,P-86,2
XV-85085,24-04-2020,ST-7,P-33,1
MW-868148,07-05-2024,ST-58,P-28,5
BF-98648,25-06-2022,ST-14,P-63,3
EP-8465,18-01-2023,ST-58,P-84,4
CY-8719,27-11-2021,ST-4,P-59,4
YR-138219,20-08-2023,ST-57,P-83,2
UA-05555,18-12-2020,ST-40,P-38,7
NQ-71083,05-06-2020,ST-24,P-13,8
ES-6420,15-08-2023,ST-53,P-18,2
FR-3980,23-09-2021,ST-23,P-47,10
EM-86485,19-07-2024,ST-28,P-28,7
VL-4295,22-05-2024,ST-38,P-11,10
RX-22510,25-05-2022,ST-33,P-53,10
TW-98068,03-08-2024,ST-29,P-20,8
TN-0876,08-09-2022,ST-14,P-22,8
ZD-2490,24-12-2022,ST-8,P-46,1
ZG-08298,23-06-2022,ST-11,P-42,1
RE-63115,29-05-2022,ST-20,P-65,1
JG-8320,21-10-2023,ST-31,P-22,5
AA-40799,25-01-2023,ST-46,P-12,6
DJ-97593,14-04-2021,ST-67,P-62,1
QU-370781,07-05-2024,ST-59,P-25,8
LG-541820,11-05-2021,ST-35,P-68,5
KI-30563,04-03-2020,ST-65,P-23,7
SB-35068,10-02-2021,ST-14,P-3,1
WT-31957,31-05-2024,ST-36,P-47,10
CC-12595,14-09-2020,ST-32,P-33,2
CN-4335,05-01-2022,ST-52,P-30,4
QT-114417,14-01-2020,ST-48,P-71,1
QS-7662,01-06-2021,ST-27,P-9,4
XO-63979,28-07-2024,ST-13,P-25,8
CU-32437,24-07-2020,ST-28,P-47,6
EF-0782,30-09-2020,ST-27,P-63,4
KX-54320,18-03-2022,ST-29,P-27,6
BA-20954,27-05-2022,ST-38,P-39,6
ZY-9984,12-12-2022,ST-63,P-35,10
WP-04361,08-03-2024,ST-57,P-49,3
UV-69222,12-01-2023,ST-53,P-55,10
RS-62647,28-11-2022,ST-4,P-19,1
GK-3626,22-05-2021,ST-70,P-24,1
QK-74318,05-04-2021,ST-5,P-53,7
LU-543408,24-07-2022,ST-10,P-27,5
KI-3378,03-07-2024,ST-18,P-78,5
GN-5463,30-03-2024,ST-5,P-80,8
KI-34090,21-05-2024,ST-41,P-67,8
YB-66734,27-10-2023,ST-7,P-49,4
BI-4135,19-03-2021,ST-68,P-46,9
RQ-345847,23-12-2020,ST-35,P-81,2
YM-04471,29-03-2024,ST-35,P-24,5
SL-349948,07-02-2022,ST-4,P-77,10
YD-903758,16-02-2021,ST-71,P-76,7
NY-028450,14-11-2023,ST-19,P-87,3
ZV-06795,25-01-2022,ST-39,P-21,1
UA-135418,17-04-2021,ST-65,P-87,6
DK-13946,08-12-2022,ST-12,P-37,4
TU-983027,12-08-2023,ST-30,P-83,5
LT-97127,23-01-2020,ST-40,P-21,9
JL-0134,29-04-2021,ST-33,P-87,2
YZ-79017,20-09-2023,ST-43,P-40,7
UH-49523,26-10-2022,ST-3,P-14,7
UB-386145,18-10-2023,ST-53,P-35,8
HE-626749,29-10-2020,ST-24,P-21,8
ID-703166,06-05-2021,ST-17,P-48,5
DB-26083,19-08-2023,ST-10,P-28,5
KI-92777,26-04-2022,ST-60,P-58,2
IQ-1409,13-02-2022,ST-20,P-59,8
ND-8458,23-10-2024,ST-9,P-39,9
AQ-0406,21-02-2023,ST-57,P-1,1
ID-8310,09-04-2023,ST-4,P-14,7
BA-5338,29-03-2022,ST-39,P-22,3
IL-351080,08-06-2024,ST-8,P-74,2
ZR-81964,10-11-2023,ST-65,P-36,7
BD-7149,05-05-2022,ST-28,P-54,2
HR-658133,04-11-2023,ST-14,P-30,8
RA-280810,13-01-2023,ST-1,P-21,5
CQ-6724,24-01-2024,ST-49,P-84,10
VH-047640,15-09-2024,ST-5,P-38,2
PG-356781,16-06-2023,ST-44,P-80,4
SZ-5133,18-05-2022,ST-21,P-48,3
EJ-920652,24-03-2022,ST-34,P-17,6
ZS-3514,10-06-2022,ST-9,P-61,6
LR-60735,13-04-2024,ST-70,P-42,8
GE-57106,01-11-2020,ST-38,P-56,10
IC-0389,31-01-2023,ST-18,P-55,2
DG-106512,27-07-2023,ST-9,P-44,4
LA-475007,14-08-2020,ST-6,P-2,6
TV-306912,09-12-2022,ST-15,P-13,9
VN-72400,20-05-2020,ST-48,P-2,7
RB-380415,03-01-2021,ST-47,P-77,4
HY-254491,04-12-2021,ST-32,P-11,8
IV-40990,04-03-2020,ST-44,P-30,1
EJ-600155,17-06-2021,ST-24,P-33,9
GE-063895,06-09-2023,ST-30,P-74,1
AN-853610,03-08-2022,ST-8,P-52,2
TS-189943,07-07-2022,ST-1,P-19,2
QF-79055,20-06-2021,ST-63,P-3,5
QV-999160,06-12-2020,ST-61,P-75,10
UQ-4979,05-04-2021,ST-7,P-47,7
HL-50222,23-10-2022,ST-43,P-41,3
UE-485592,01-06-2023,ST-64,P-4,10
SU-4534,06-11-2020,ST-17,P-20,10
JG-90672,02-12-2023,ST-32,P-60,7
UE-660311,12-12-2020,ST-50,P-77,2
NU-16711,03-08-2021,ST-39,P-41,4
HF-702373,19-03-2023,ST-48,P-41,2
CV-21795,01-08-2024,ST-54,P-24,4
LX-686206,08-11-2022,ST-23,P-85,2
MI-49118,26-10-2021,ST-60,P-41,6
XS-406943,22-10-2024,ST-27,P-49,5
GO-5181,24-06-2022,ST-41,P-5,1
MV-7442,12-02-2022,ST-57,P-32,8
JC-796045,28-05-2024,ST-61,P-89,3
GD-824845,16-08-2022,ST-6,P-86,5
EV-261430,04-07-2023,ST-72,P-52,10
DP-686722,06-11-2023,ST-7,P-48,3
MV-3873,12-04-2021,ST-35,P-60,8
ZZ-73946,25-03-2024,ST-54,P-28,10
GA-18070,24-05-2020,ST-25,P-58,1
PJ-208785,10-04-2021,ST-51,P-53,6
BM-1952,21-09-2021,ST-7,P-47,3
GR-16264,01-01-2024,ST-3,P-44,6
JL-3988,27-08-2022,ST-50,P-82,1
AO-609534,06-01-2021,ST-56,P-17,9
ND-55512,23-04-2022,ST-16,P-63,6
TP-347474,28-12-2020,ST-72,P-11,1
AI-933960,09-06-2024,ST-31,P-52,6
JQ-708663,19-08-2020,ST-75,P-46,7
XQ-2278,19-11-2023,ST-52,P-67,6
SA-67403,05-11-2022,ST-36,P-37,6
YG-8795,12-03-2024,ST-15,P-50,5
VP-069276,05-07-2023,ST-19,P-3,9
RL-82062,29-12-2021,ST-33,P-73,3
ZZ-64064,05-10-2021,ST-37,P-62,6
PW-8314,20-12-2023,ST-42,P-75,6
OY-725727,26-08-2022,ST-4,P-85,5
FY-2352,11-09-2024,ST-42,P-29,9
UZ-1048,01-10-2021,ST-24,P-52,1
EY-7547,10-01-2023,ST-27,P-50,4
QH-65534,08-11-2021,ST-11,P-89,9
SP-6062,02-02-2021,ST-73,P-5,1
SE-31785,12-08-2022,ST-46,P-22,9
QP-4966,19-10-2021,ST-39,P-29,1
RX-1381,07-09-2023,ST-61,P-46,2
HR-882157,04-12-2022,ST-73,P-13,7
YV-533455,13-03-2023,ST-18,P-83,7
XQ-8684,12-12-2020,ST-35,P-3,7
